Position,Starting Grid,kaggle_driver_id,raceId,year,Team,Track,rain,sunny,quali_position,participated_q2,participated_q3,q1_time_sec,q2_time_sec,q3_time_sec
13,4.0,20,1023,2019,Ferrari,Italy,0,1,4.0,1.0,1.0,80.378,79.715,79.457
14,14.0,847,1023,2019,Williams,Italy,0,1,18.0,0.0,0.0,81.8,,
15,20.0,8,1023,2019,Alfa Romeo,Italy,0,1,10.0,1.0,0.0,80.634,80.515,
16,13.0,154,1023,2019,Haas,Italy,0,1,16.0,0.0,0.0,80.78399999999999,,
17,15.0,9,1023,2019,Williams,Italy,0,1,19.0,0.0,0.0,82.356,,
21,11.0,825,1023,2019,Haas,Italy,0,1,12.0,1.0,0.0,80.616,80.615,
21,12.0,826,1023,2019,Toro Rosso,Italy,0,1,13.0,1.0,0.0,80.723,80.63,
21,7.0,832,1023,2019,McLaren,Italy,0,1,7.0,1.0,1.0,80.413,80.202,80.455
1,3.0,20,1024,2019,Ferrari,Singapore,0,1,3.0,1.0,1.0,98.374,96.72,96.437
2,1.0,844,1024,2019,Ferrari,Singapore,0,1,1.0,1.0,1.0,98.014,96.65,96.217
3,4.0,830,1024,2019,Red Bull Racing,Singapore,0,1,4.0,1.0,1.0,98.54,97.089,96.813
4,2.0,1,1024,2019,Mercedes,Singapore,0,1,2.0,1.0,1.0,97.565,96.933,96.408
5,5.0,822,1024,2019,Mercedes,Singapore,0,1,5.0,1.0,1.0,97.317,97.142,97.146
6,6.0,848,1024,2019,Red Bull Racing,Singapore,0,1,6.0,1.0,1.0,99.106,97.865,97.411
7,9.0,846,1024,2019,McLaren,Singapore,0,1,9.0,1.0,1.0,98.606,97.572,98.329
8,11.0,842,1024,2019,Toro Rosso,Singapore,0,1,12.0,1.0,0.0,99.085,98.699,
9,8.0,807,1024,2019,Renault,Singapore,0,1,8.0,1.0,1.0,99.001,98.58,98.264
10,10.0,841,1024,2019,Alfa Romeo,Singapore,0,1,11.0,1.0,0.0,99.272,98.697,
11,17.0,154,1024,2019,Haas,Singapore,0,1,17.0,0.0,0.0,100.277,,
12,7.0,832,1024,2019,McLaren,Singapore,0,1,7.0,1.0,1.0,98.882,97.982,97.818
13,16.0,840,1024,2019,Racing Point,Singapore,0,1,16.0,0.0,0.0,99.979,,
14,20.0,817,1024,2019,Renault,Singapore,0,1,20.0,0.0,0.0,,,
15,14.0,826,1024,2019,Toro Rosso,Singapore,0,1,15.0,0.0,0.0,99.957,,
16,19.0,9,1024,2019,Williams,Singapore,0,1,19.0,0.0,0.0,101.186,,
17,13.0,825,1024,2019,Haas,Singapore,0,1,14.0,1.0,0.0,99.942,99.65,
21,12.0,8,1024,2019,Alfa Romeo,Singapore,0,1,13.0,1.0,0.0,99.454,98.858,
21,15.0,815,1024,2019,Racing Point,Singapore,0,1,10.0,1.0,0.0,99.909,98.52,
21,18.0,847,1024,2019,Williams,Singapore,0,1,18.0,0.0,0.0,100.867,,
1,2.0,1,1025,2019,Mercedes,Russia,1,1,2.0,1.0,1.0,93.23,93.134,92.03
2,4.0,822,1025,2019,Mercedes,Russia,1,1,5.0,1.0,1.0,93.413,93.281,92.632
3,1.0,844,1025,2019,Ferrari,Russia,1,1,1.0,1.0,1.0,93.613,92.434,91.628
4,9.0,830,1025,2019,Red Bull Racing,Russia,1,1,4.0,1.0,1.0,93.368,92.634,92.31
5,20.0,848,1025,2019,Red Bull Racing,Russia,1,1,19.0,0.0,0.0,99.197,,
6,5.0,832,1025,2019,McLaren,Russia,1,1,6.0,1.0,1.0,94.184,93.807,93.222
7,11.0,815,1025,2019,Racing Point,Russia,1,1,12.0,1.0,0.0,94.336,93.958,
8,7.0,846,1025,2019,McLaren,Russia,1,1,8.0,1.0,1.0,94.201,93.725,93.301
9,13.0,825,1025,2019,Haas,Russia,1,1,14.0,1.0,0.0,93.889,94.082,
10,6.0,807,1025,2019,Renault,Russia,1,1,7.0,1.0,1.0,94.236,93.898,93.289
11,14.0,840,1025,2019,Racing Point,Russia,1,1,15.0,1.0,0.0,94.287,94.233,
12,19.0,826,1025,2019,Toro Rosso,Russia,1,1,20.0,0.0,0.0,99.544,,
13,15.0,8,1025,2019,Alfa Romeo,Russia,1,1,16.0,0.0,0.0,94.84,,
14,16.0,842,1025,2019,Toro Rosso,Russia,1,1,11.0,1.0,0.0,94.456,93.95,
15,12.0,841,1025,2019,Alfa Romeo,Russia,1,1,13.0,1.0,0.0,94.755,94.037,
21,18.0,9,1025,2019,Williams,Russia,1,1,18.0,0.0,0.0,96.474,,
21,17.0,847,1025,2019,Williams,Russia,1,1,17.0,0.0,0.0,95.356,,
21,3.0,20,1025,2019,Ferrari,Russia,1,1,3.0,1.0,1.0,93.032,92.536,92.053
21,10.0,817,1025,2019,Renault,Russia,1,1,10.0,1.0,1.0,94.138,93.862,93.661
21,8.0,154,1025,2019,Haas,Russia,1,1,9.0,1.0,1.0,94.283,93.643,93.517
1,3.0,822,1026,2019,Mercedes,Japan,0,1,3.0,1.0,1.0,88.896,87.688,87.293
2,1.0,20,1026,2019,Ferrari,Japan,0,1,1.0,1.0,1.0,88.988,88.174,87.064
3,4.0,1,1026,2019,Mercedes,Japan,0,1,4.0,1.0,1.0,88.735,87.826,87.30199999999999
4,6.0,848,1026,2019,Red Bull Racing,Japan,0,1,6.0,1.0,1.0,89.351,88.156,87.851
5,7.0,832,1026,2019,McLaren,Japan,0,1,7.0,1.0,1.0,89.018,88.577,88.304
21,16.0,817,1026,2019,Renault,Japan,0,1,16.0,0.0,0.0,89.822,,
6,2.0,844,1026,2019,Ferrari,Japan,0,1,2.0,1.0,1.0,88.405,88.179,87.253
7,9.0,842,1026,2019,Toro Rosso,Japan,0,1,9.0,1.0,1.0,89.411,88.779,88.836
8,17.0,815,1026,2019,Racing Point,Japan,0,1,17.0,0.0,0.0,90.344,,
21,15.0,807,1026,2019,Renault,Japan,0,1,15.0,1.0,0.0,89.619,90.112,
9,12.0,840,1026,2019,Racing Point,Japan,0,1,12.0,1.0,0.0,89.594,89.345,
10,14.0,826,1026,2019,Toro Rosso,Japan,0,1,14.0,1.0,0.0,89.723,89.563,
11,8.0,846,1026,2019,McLaren,Japan,0,1,8.0,1.0,1.0,88.873,88.571,88.464
12,13.0,8,1026,2019,Alfa Romeo,Japan,0,1,13.0,1.0,0.0,89.636,89.358,
13,10.0,154,1026,2019,Haas,Japan,0,1,10.0,1.0,1.0,89.572,89.144,89.34100000000001
14,11.0,841,1026,2019,Alfa Romeo,Japan,0,1,11.0,1.0,0.0,89.604,89.254,
15,19.0,825,1026,2019,Haas,Japan,0,1,19.0,0.0,0.0,,,
16,18.0,847,1026,2019,Williams,Japan,0,1,18.0,0.0,0.0,90.364,,
17,20.0,9,1026,2019,Williams,Japan,0,1,20.0,0.0,0.0,,,
21,5.0,830,1026,2019,Red Bull Racing,Japan,0,1,5.0,1.0,1.0,88.754,88.499,87.851
1,3.0,1,1027,2019,Mercedes,Mexico,1,0,4.0,1.0,1.0,76.424,75.721,75.262
2,2.0,20,1027,2019,Ferrari,Mexico,1,0,3.0,1.0,1.0,76.696,75.914,75.17
3,6.0,822,1027,2019,Mercedes,Mexico,1,0,6.0,1.0,1.0,77.062,75.852,75.338
4,1.0,844,1027,2019,Ferrari,Mexico,1,0,2.0,1.0,1.0,76.364,76.219,75.024
5,5.0,848,1027,2019,Red Bull Racing,Mexico,1,0,5.0,1.0,1.0,76.175,76.574,75.336
6,4.0,830,1027,2019,Red Bull Racing,Mexico,1,0,1.0,1.0,1.0,75.949,76.136,74.758
7,11.0,815,1027,2019,Racing Point,Mexico,1,0,11.0,1.0,0.0,77.465,76.687,
8,13.0,817,1027,2019,Renault,Mexico,1,0,13.0,1.0,0.0,77.27,76.93299999999999,
9,10.0,842,1027,2019,Toro Rosso,Mexico,1,0,10.0,1.0,1.0,77.065,76.679,76.586
10,12.0,807,1027,2019,Renault,Mexico,1,0,12.0,1.0,0.0,77.608,76.885,
11,9.0,826,1027,2019,Toro Rosso,Mexico,1,0,9.0,1.0,1.0,77.041,76.657,76.469
12,16.0,840,1027,2019,Racing Point,Mexico,1,0,16.0,0.0,0.0,78.065,,
13,7.0,832,1027,2019,McLaren,Mexico,1,0,7.0,1.0,1.0,77.044,76.267,76.014
14,15.0,841,1027,2019,Alfa Romeo,Mexico,1,0,15.0,1.0,0.0,77.794,77.269,
15,17.0,825,1027,2019,Haas,Mexico,1,0,17.0,0.0,0.0,78.436,,
16,19.0,847,1027,2019,Williams,Mexico,1,0,19.0,0.0,0.0,78.82300000000001,,
17,18.0,154,1027,2019,Haas,Mexico,1,0,18.0,0.0,0.0,78.599,,
18,20.0,9,1027,2019,Williams,Mexico,1,0,20.0,0.0,0.0,80.179,,
21,14.0,8,1027,2019,Alfa Romeo,Mexico,1,0,14.0,1.0,0.0,77.225,76.967,
21,8.0,846,1027,2019,McLaren,Mexico,1,0,8.0,1.0,1.0,77.092,76.447,76.322
1,1.0,822,1028,2019,Mercedes,United States,0,1,1.0,1.0,1.0,93.75,93.16,92.029
2,5.0,1,1028,2019,Mercedes,United States,0,1,5.0,1.0,1.0,93.454,93.045,92.321
3,3.0,830,1028,2019,Red Bull Racing,United States,0,1,3.0,1.0,1.0,93.549,93.12,92.096
4,4.0,844,1028,2019,Ferrari,United States,0,1,4.0,1.0,1.0,93.988,92.76,92.137
5,6.0,848,1028,2019,Red Bull Racing,United States,0,1,6.0,1.0,1.0,93.984,92.898,92.548
6,9.0,817,1028,2019,Renault,United States,0,1,9.0,1.0,1.0,93.835,93.608,93.488
7,8.0,846,1028,2019,McLaren,United States,0,1,8.0,1.0,1.0,93.353,93.316,93.175
8,7.0,832,1028,2019,McLaren,United States,0,1,7.0,1.0,1.0,93.916,93.422,92.847
9,11.0,807,1028,2019,Renault,United States,0,1,11.0,1.0,0.0,94.092,93.815,
10,20.0,815,1028,2019,Racing Point,United States,0,1,19.0,0.0,0.0,95.808,,
11,17.0,8,1028,2019,Alfa Romeo,United States,0,1,17.0,0.0,0.0,94.369,,
12,13.0,826,1028,2019,Toro Rosso,United States,0,1,13.0,1.0,0.0,94.138,93.989,
13,14.0,840,1028,2019,Racing Point,United States,0,1,14.0,1.0,0.0,93.921,94.1,
14,16.0,841,1028,2019,Alfa Romeo,United States,0,1,16.0,0.0,0.0,94.226,,
15,15.0,154,1028,2019,Haas,United States,0,1,15.0,1.0,0.0,94.161,94.158,
16,10.0,842,1028,2019,Toro Rosso,United States,0,1,10.0,1.0,1.0,93.556,93.715,93.601
17,18.0,847,1028,2019,Williams,United States,0,1,18.0,0.0,0.0,95.372,,
18,12.0,825,1028,2019,Haas,United States,0,1,12.0,1.0,0.0,93.812,93.979,
21,19.0,9,1028,2019,Williams,United States,0,1,20.0,0.0,0.0,95.889,,
21,2.0,20,1028,2019,Ferrari,United States,0,1,2.0,1.0,1.0,93.766,93.782,92.041
1,1.0,830,1029,2019,Red Bull Racing,Brazil,0,1,1.0,1.0,1.0,68.242,67.503,67.508
2,6.0,842,1029,2019,Toro Rosso,Brazil,0,1,7.0,1.0,1.0,68.909,68.77,68.837
3,20.0,832,1029,2019,McLaren,Brazil,0,1,20.0,0.0,0.0,,,
4,8.0,8,1029,2019,Alfa Romeo,Brazil,0,1,9.0,1.0,1.0,69.276,68.858,68.984
5,12.0,841,1029,2019,Alfa Romeo,Brazil,0,1,13.0,1.0,0.0,69.175,68.919,
6,11.0,817,1029,2019,Renault,Brazil,0,1,12.0,1.0,0.0,69.086,68.903,
7,3.0,1,1029,2019,Mercedes,Brazil,0,1,3.0,1.0,1.0,68.614,68.088,67.699
8,10.0,846,1029,2019,McLaren,Brazil,0,1,11.0,1.0,0.0,68.891,68.868,
9,15.0,815,1029,2019,Racing Point,Brazil,0,1,15.0,1.0,0.0,69.288,69.035,
10,16.0,826,1029,2019,Toro Rosso,Brazil,0,1,16.0,0.0,0.0,69.32,,
11,9.0,825,1029,2019,Haas,Brazil,0,1,10.0,1.0,1.0,68.875,68.803,69.037
12,18.0,847,1029,2019,Williams,Brazil,0,1,18.0,0.0,0.0,70.126,,
13,7.0,154,1029,2019,Haas,Brazil,0,1,8.0,1.0,1.0,69.197,68.705,68.854
14,5.0,848,1029,2019,Red Bull Racing,Brazil,0,1,6.0,1.0,1.0,68.503,68.117,67.935
15,13.0,807,1029,2019,Renault,Brazil,0,1,14.0,1.0,0.0,69.05,68.92099999999999,
16,19.0,9,1029,2019,Williams,Brazil,0,1,19.0,0.0,0.0,70.614,,
17,2.0,20,1029,2019,Ferrari,Brazil,0,1,2.0,1.0,1.0,68.556,68.05,67.631
18,14.0,844,1029,2019,Ferrari,Brazil,0,1,4.0,1.0,1.0,68.496,67.888,67.728
19,17.0,840,1029,2019,Racing Point,Brazil,0,1,17.0,0.0,0.0,69.536,,
21,4.0,822,1029,2019,Mercedes,Brazil,0,1,5.0,1.0,1.0,68.545,68.232,67.874
1,1.0,1,1030,2019,Mercedes,Abu Dhabi,0,1,1.0,1.0,1.0,95.851,95.634,94.779
2,2.0,830,1030,2019,Red Bull Racing,Abu Dhabi,0,1,3.0,1.0,1.0,96.39,96.275,95.139
3,3.0,844,1030,2019,Ferrari,Abu Dhabi,0,1,4.0,1.0,1.0,96.478,95.543,95.219
4,20.0,822,1030,2019,Mercedes,Abu Dhabi,0,1,2.0,1.0,1.0,96.2,95.674,94.973
5,4.0,20,1030,2019,Ferrari,Abu Dhabi,0,1,5.0,1.0,1.0,96.963,95.786,95.339
6,5.0,848,1030,2019,Red Bull Racing,Abu Dhabi,0,1,6.0,1.0,1.0,96.102,96.718,95.682
7,10.0,815,1030,2019,Racing Point,Abu Dhabi,0,1,11.0,1.0,0.0,96.961,97.055,
8,6.0,846,1030,2019,McLaren,Abu Dhabi,0,1,7.0,1.0,1.0,97.545,96.764,96.436
9,13.0,826,1030,2019,Toro Rosso,Abu Dhabi,0,1,14.0,1.0,0.0,97.683,97.141,
10,8.0,832,1030,2019,McLaren,Abu Dhabi,0,1,9.0,1.0,1.0,97.358,96.308,96.459
11,7.0,817,1030,2019,Renault,Abu Dhabi,0,1,8.0,1.0,1.0,97.106,96.785,96.456
12,9.0,807,1030,2019,Renault,Abu Dhabi,0,1,10.0,1.0,1.0,97.506,96.859,96.71
13,17.0,8,1030,2019,Alfa Romeo,Abu Dhabi,0,1,18.0,0.0,0.0,98.383,,
14,14.0,825,1030,2019,Haas,Abu Dhabi,0,1,15.0,1.0,0.0,97.71,97.254,
15,15.0,154,1030,2019,Haas,Abu Dhabi,0,1,16.0,0.0,0.0,98.051,,
16,16.0,841,1030,2019,Alfa Romeo,Abu Dhabi,0,1,17.0,0.0,0.0,98.114,,
17,18.0,847,1030,2019,Williams,Abu Dhabi,0,1,19.0,0.0,0.0,98.717,,
18,11.0,842,1030,2019,Toro Rosso,Abu Dhabi,0,1,12.0,1.0,0.0,97.198,97.089,
19,19.0,9,1030,2019,Williams,Abu Dhabi,0,1,20.0,0.0,0.0,99.236,,
21,12.0,840,1030,2019,Racing Point,Abu Dhabi,0,1,13.0,1.0,0.0,97.528,97.103,
1,1.0,822,1031,2020,Mercedes,Austria,0,1,1,1.0,1.0,64.111,63.015,62.939
2,7.0,844,1031,2020,Ferrari,Austria,0,1,7,1.0,1.0,64.5,64.041,63.923
3,3.0,846,1031,2020,McLaren,Austria,0,1,4,1.0,1.0,64.606,63.819,63.626
4,5.0,1,1031,2020,Mercedes,Austria,0,1,2,1.0,1.0,64.19800000000001,63.096,62.951
5,8.0,832,1031,2020,McLaren,Austria,0,1,8,1.0,1.0,64.537,63.971,63.971
6,6.0,815,1031,2020,Racing Point,Austria,0,1,6,1.0,1.0,64.543,63.86,63.868
7,12.0,842,1031,2020,AlphaTauri,Austria,0,1,12,1.0,0.0,64.603,64.305,
8,14.0,839,1031,2020,Renault,Austria,0,1,14,1.0,0.0,64.93299999999999,64.643,
9,18.0,841,1031,2020,Alfa Romeo,Austria,0,1,18,0.0,0.0,65.175,,
10,11.0,20,1031,2020,Ferrari,Austria,0,1,11,1.0,0.0,64.554,64.206,
11,20.0,849,1031,2020,Williams,Austria,0,1,20,0.0,0.0,65.757,,
12,13.0,826,1031,2020,AlphaTauri,Austria,0,1,13,1.0,0.0,65.031,64.431,
13,4.0,848,1031,2020,Red Bull Racing,Austria,0,1,5,1.0,1.0,64.661,63.746,63.868
21,19.0,8,1031,2020,Alfa Romeo,Austria,0,1,19,0.0,0.0,65.224,,
21,17.0,847,1031,2020,Williams,Austria,0,1,17,0.0,0.0,65.167,,
21,15.0,154,1031,2020,Haas,Austria,0,1,15,1.0,0.0,65.094,64.691,
21,16.0,825,1031,2020,Haas,Austria,0,1,16,0.0,0.0,65.164,,
21,9.0,840,1031,2020,Racing Point,Austria,0,1,9,1.0,1.0,64.309,63.955,64.029
21,10.0,817,1031,2020,Renault,Austria,0,1,10,1.0,1.0,64.556,64.023,64.239
21,2.0,830,1031,2020,Red Bull Racing,Austria,0,1,3,1.0,1.0,64.024,64.0,63.477
1,1.0,1,1032,2020,Mercedes,Styria,0,1,1,1.0,1.0,78.188,77.825,79.273
2,4.0,822,1032,2020,Mercedes,Styria,0,1,4,1.0,1.0,78.791,78.657,80.701
3,2.0,830,1032,2020,Red Bull Racing,Styria,0,1,2,1.0,1.0,78.297,77.938,80.489
4,6.0,848,1032,2020,Red Bull Racing,Styria,0,1,7,1.0,1.0,80.882,79.014,81.011
5,9.0,846,1032,2020,McLaren,Styria,0,1,6,1.0,1.0,78.504,78.44800000000001,80.925
6,17.0,815,1032,2020,Racing Point,Styria,0,1,17,0.0,0.0,81.607,,
7,12.0,840,1032,2020,Racing Point,Styria,0,1,13,1.0,0.0,79.697,79.645,
8,8.0,817,1032,2020,Renault,Styria,0,1,9,1.0,1.0,79.662,79.229,81.19200000000001
9,3.0,832,1032,2020,McLaren,Styria,0,1,3,1.0,1.0,78.59,78.836,80.67099999999999
10,13.0,826,1032,2020,AlphaTauri,Styria,0,1,14,1.0,0.0,79.824,79.717,
11,16.0,8,1032,2020,Alfa Romeo,Styria,0,1,16,0.0,0.0,81.14,,
12,15.0,825,1032,2020,Haas,Styria,0,1,15,1.0,0.0,81.14,80.211,
13,20.0,154,1032,2020,Haas,Styria,0,1,20,0.0,0.0,,,
14,19.0,841,1032,2020,Alfa Romeo,Styria,0,1,19,0.0,0.0,81.831,,
15,7.0,842,1032,2020,AlphaTauri,Styria,0,1,8,1.0,1.0,80.19200000000001,78.744,81.02799999999999
16,11.0,847,1032,2020,Williams,Styria,0,1,12,1.0,0.0,80.382,79.636,
17,18.0,849,1032,2020,Williams,Styria,0,1,18,0.0,0.0,81.759,,
21,5.0,839,1032,2020,Renault,Styria,0,1,5,1.0,1.0,79.687,78.764,80.922
21,14.0,844,1032,2020,Ferrari,Styria,0,1,11,1.0,0.0,80.871,79.628,
21,10.0,20,1032,2020,Ferrari,Styria,0,1,10,1.0,1.0,80.243,79.545,81.651
1,1.0,1,1033,2020,Mercedes,Hungary,1,0,1,1.0,1.0,74.907,74.261,73.447
2,7.0,830,1033,2020,Red Bull Racing,Hungary,1,0,7,1.0,1.0,75.495,74.976,74.849
3,2.0,822,1033,2020,Mercedes,Hungary,1,0,2,1.0,1.0,75.474,74.53,73.554
4,3.0,840,1033,2020,Racing Point,Hungary,1,0,3,1.0,1.0,74.895,75.176,74.377
5,13.0,848,1033,2020,Red Bull Racing,Hungary,1,0,13,1.0,0.0,75.722,75.715,
6,5.0,20,1033,2020,Ferrari,Hungary,1,0,5,1.0,1.0,75.455,75.131,74.774
7,4.0,815,1033,2020,Racing Point,Hungary,1,0,4,1.0,1.0,74.681,75.394,74.545
8,11.0,817,1033,2020,Renault,Hungary,1,0,11,1.0,0.0,75.848,75.661,
9,9.0,832,1033,2020,McLaren,Hungary,1,0,9,1.0,1.0,75.281,75.267,75.027
10,16.0,825,1033,2020,Haas,Hungary,1,0,16,0.0,0.0,76.152,,
11,6.0,844,1033,2020,Ferrari,Hungary,1,0,6,1.0,1.0,75.793,75.006,74.81700000000001
12,17.0,826,1033,2020,AlphaTauri,Hungary,1,0,17,0.0,0.0,76.20400000000001,,
13,8.0,846,1033,2020,McLaren,Hungary,1,0,8,1.0,1.0,75.444,75.08500000000001,74.966
14,14.0,839,1033,2020,Renault,Hungary,1,0,14,1.0,0.0,75.719,75.742,
15,20.0,8,1033,2020,Alfa Romeo,Hungary,1,0,20,0.0,0.0,76.614,,
16,18.0,154,1033,2020,Haas,Hungary,1,0,18,0.0,0.0,76.407,,
17,19.0,841,1033,2020,Alfa Romeo,Hungary,1,0,19,0.0,0.0,76.506,,
18,12.0,847,1033,2020,Williams,Hungary,1,0,12,1.0,0.0,75.58500000000001,75.69800000000001,
19,15.0,849,1033,2020,Williams,Hungary,1,0,15,1.0,0.0,76.105,76.544,
21,10.0,842,1033,2020,AlphaTauri,Hungary,1,0,10,1.0,0.0,75.767,75.508,
1,1.0,1,1034,2020,Mercedes,Great Britain,0,1,1,1.0,1.0,85.9,85.34700000000001,84.303
2,3.0,830,1034,2020,Red Bull Racing,Great Britain,0,1,3,1.0,1.0,86.115,86.144,85.325
3,4.0,844,1034,2020,Ferrari,Great Britain,0,1,4,1.0,1.0,86.55,86.203,85.42699999999999
4,8.0,817,1034,2020,Renault,Great Britain,0,1,8,1.0,1.0,86.67699999999999,86.339,86.009
5,5.0,846,1034,2020,McLaren,Great Britain,0,1,5,1.0,1.0,86.855,86.42,85.782
6,9.0,839,1034,2020,Renault,Great Britain,0,1,9,1.0,1.0,86.396,86.252,86.209
7,11.0,842,1034,2020,AlphaTauri,Great Britain,0,1,11,1.0,0.0,86.343,86.501,
8,12.0,848,1034,2020,Red Bull Racing,Great Britain,0,1,12,1.0,0.0,86.565,86.545,
9,6.0,840,1034,2020,Racing Point,Great Britain,0,1,6,1.0,1.0,86.243,86.501,85.839
10,10.0,20,1034,2020,Ferrari,Great Britain,0,1,10,1.0,1.0,86.469,86.455,86.339
11,2.0,822,1034,2020,Mercedes,Great Britain,0,1,2,1.0,1.0,85.801,85.015,84.616
12,20.0,847,1034,2020,Williams,Great Britain,0,1,15,1.0,0.0,86.732,87.092,
13,7.0,832,1034,2020,McLaren,Great Britain,0,1,7,1.0,1.0,86.715,86.149,85.965
14,15.0,841,1034,2020,Alfa Romeo,Great Britain,0,1,17,0.0,0.0,87.164,,
15,18.0,849,1034,2020,Williams,Great Britain,0,1,20,0.0,0.0,87.705,,
16,17.0,154,1034,2020,Haas,Great Britain,0,1,19,0.0,0.0,87.643,,
17,16.0,8,1034,2020,Alfa Romeo,Great Britain,0,1,18,0.0,0.0,87.366,,
21,19.0,826,1034,2020,AlphaTauri,Great Britain,0,1,14,1.0,0.0,86.774,86.744,
21,14.0,825,1034,2020,Haas,Great Britain,0,1,16,0.0,0.0,87.158,,
21,13.0,807,1034,2020,Racing Point,Great Britain,0,1,13,1.0,0.0,86.327,86.566,
1,4.0,830,1035,2020,Red Bull Racing,70th Anniversary,0,1,4,1.0,1.0,87.154,86.779,86.176
2,2.0,1,1035,2020,Mercedes,70th Anniversary,0,1,2,1.0,1.0,86.818,86.26599999999999,85.217
3,1.0,822,1035,2020,Mercedes,70th Anniversary,0,1,1,1.0,1.0,86.738,85.785,85.154
4,8.0,844,1035,2020,Ferrari,70th Anniversary,0,1,8,1.0,1.0,87.42699999999999,86.709,86.614
5,9.0,848,1035,2020,Red Bull Racing,70th Anniversary,0,1,9,1.0,1.0,87.15299999999999,86.642,86.669
6,6.0,840,1035,2020,Racing Point,70th Anniversary,0,1,6,1.0,1.0,87.187,86.674,86.428
7,3.0,807,1035,2020,Racing Point,70th Anniversary,0,1,3,1.0,1.0,87.279,86.261,86.082
8,14.0,839,1035,2020,Renault,70th Anniversary,0,1,11,1.0,0.0,87.27799999999999,87.011,
9,10.0,846,1035,2020,McLaren,70th Anniversary,0,1,10,1.0,1.0,87.217,86.885,86.77799999999999
10,16.0,826,1035,2020,AlphaTauri,70th Anniversary,0,1,16,0.0,0.0,87.882,,
11,7.0,842,1035,2020,AlphaTauri,70th Anniversary,0,1,7,1.0,1.0,87.154,86.523,86.53399999999999
12,11.0,20,1035,2020,Ferrari,70th Anniversary,0,1,12,1.0,0.0,87.612,87.078,
13,12.0,832,1035,2020,McLaren,70th Anniversary,0,1,13,1.0,0.0,87.45,87.083,
14,5.0,817,1035,2020,Renault,70th Anniversary,0,1,5,1.0,1.0,87.44200000000001,86.636,86.297
15,20.0,8,1035,2020,Alfa Romeo,70th Anniversary,0,1,20,0.0,0.0,88.493,,
16,13.0,154,1035,2020,Haas,70th Anniversary,0,1,14,1.0,0.0,87.519,87.254,
17,19.0,841,1035,2020,Alfa Romeo,70th Anniversary,0,1,19,0.0,0.0,88.43299999999999,,
18,15.0,847,1035,2020,Williams,70th Anniversary,0,1,15,1.0,0.0,87.757,87.455,
19,18.0,849,1035,2020,Williams,70th Anniversary,0,1,18,0.0,0.0,88.43,,
21,17.0,825,1035,2020,Haas,70th Anniversary,0,1,17,0.0,0.0,88.236,,
1,1.0,1,1036,2020,Mercedes,Spain,1,1,1,1.0,1.0,76.872,76.013,75.584
2,3.0,830,1036,2020,Red Bull Racing,Spain,1,1,3,1.0,1.0,77.213,76.518,76.292
3,2.0,822,1036,2020,Mercedes,Spain,1,1,2,1.0,1.0,77.243,76.152,75.643
4,5.0,840,1036,2020,Racing Point,Spain,1,1,5,1.0,1.0,77.316,76.666,76.589
5,4.0,815,1036,2020,Racing Point,Spain,1,1,4,1.0,1.0,77.117,76.936,76.482
6,7.0,832,1036,2020,McLaren,Spain,1,1,7,1.0,1.0,77.438,76.876,77.044
7,11.0,20,1036,2020,Ferrari,Spain,1,1,11,1.0,0.0,77.57300000000001,77.168,
8,6.0,848,1036,2020,Red Bull Racing,Spain,1,1,6,1.0,1.0,77.419,77.163,77.029
9,10.0,842,1036,2020,AlphaTauri,Spain,1,1,10,1.0,1.0,77.356,76.8,77.136
10,8.0,846,1036,2020,McLaren,Spain,1,1,8,1.0,1.0,77.577,77.166,77.084
11,13.0,817,1036,2020,Renault,Spain,1,1,13,1.0,0.0,77.667,77.19800000000001,
12,12.0,826,1036,2020,AlphaTauri,Spain,1,1,12,1.0,0.0,77.676,77.19200000000001,
13,15.0,839,1036,2020,Renault,Spain,1,1,15,1.0,0.0,77.765,77.56700000000001,
14,14.0,8,1036,2020,Alfa Romeo,Spain,1,1,14,1.0,0.0,77.797,77.386,
15,16.0,825,1036,2020,Haas,Spain,1,1,16,0.0,0.0,77.908,,
16,20.0,841,1036,2020,Alfa Romeo,Spain,1,1,20,0.0,0.0,78.697,,
17,18.0,847,1036,2020,Williams,Spain,1,1,18,0.0,0.0,78.099,,
18,19.0,849,1036,2020,Williams,Spain,1,1,19,0.0,0.0,78.532,,
19,17.0,154,1036,2020,Haas,Spain,1,1,17,0.0,0.0,78.089,,
21,9.0,844,1036,2020,Ferrari,Spain,1,1,9,1.0,1.0,77.256,76.953,77.087
1,1.0,1,1037,2020,Mercedes,Belgium,1,0,1,1.0,1.0,102.323,102.014,101.252
2,2.0,822,1037,2020,Mercedes,Belgium,1,0,2,1.0,1.0,102.534,102.126,101.763
3,3.0,830,1037,2020,Red Bull Racing,Belgium,1,0,3,1.0,1.0,103.197,102.473,101.778
4,4.0,817,1037,2020,Renault,Belgium,1,0,4,1.0,1.0,103.309,102.487,102.061
5,6.0,839,1037,2020,Renault,Belgium,1,0,6,1.0,1.0,103.505,102.534,102.396
6,5.0,848,1037,2020,Red Bull Racing,Belgium,1,0,5,1.0,1.0,103.418,102.193,102.264
7,10.0,846,1037,2020,McLaren,Belgium,1,0,10,1.0,1.0,103.514,102.722,102.657
8,12.0,842,1037,2020,AlphaTauri,Belgium,1,0,12,1.0,0.0,103.262,102.745,
